"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"145","J. Edwards","Plymouth Argyle","Plymouth Argyle","England League One","2021/22","RWB",NA,NA,31,250000,"2023-06-30",40,3698,5,3.66,1,2.78,17.3,48.24,"England","England","right",173,73,"no",9.1,6.11,56.18,3.85,41.77,0.46,0.66,0.29,5.21,7.44,0.75,5,0.12,0,0,1.97,0.12,5,0.12,0.09,2,0.05,41,1,41.46,12.195,0.02,1.61,36.36,0,0,1.61,36.36,0.12,1.36,58.93,4.36,48.6,1.68,1.31,0.68,24,1.63,0.95,33.49,74.64,13.51,59.28,5.38,93.67,9.52,85.42,27.45,81.12,4.55,47.06,19.29,31.79,0.07,0.8,0.07,0.02,0.41,41.18,0.29,5.31,55.5,1.85,52.63,0.56,17.39,0.71,0.56,8.32,75.44,0,NA,0,NA,0,0,0,0,NA,NA,0.46,NA,NA,0,0,0,0,0,0,"WB",0.801448,1.33333333333333,0.168838,24.996936,3.432598,6.276608,0.4146,0.585396,0.973655,27.215048644478
"146","C. Grant","Plymouth Argyle","Plymouth Argyle","England League One","2021/22","LWB","LB",NA,26,250000,"2023-06-30",35,3139,7,3.26,4,6.71,15.77,52.91,"England","England","left",184,76,"no",5.96,4.44,49.68,2.9,48.51,0.23,0.34,0.09,3.53,5.26,0.54,2,0.06,0,0,5.82,0.2,6,0.17,0.09,1,0.03,42,1.2,35.71,16.667,0.11,5.88,35.12,5.39,35.11,0.49,35.29,0.69,3.84,79.1,6.42,63.39,1.66,2.18,1,33.06,2.09,1.03,43.47,75.4,13.5,60.93,9.95,95.39,13.45,78.89,34,85.92,3.67,42.97,21.04,33.05,0.19,1.81,0.09,0,0.46,62.5,0.66,5.16,61.11,5.45,51.58,0.54,42.11,1.03,1.98,9.98,77.59,0,NA,0,NA,0,0,0,0,NA,NA,0.6,NA,NA,1,0.06,50,2.52,1,100,"WB",3.03744,2.22222222222222,0.2875,32.77638,2.205792,7.743482,0.42852,2.065056,2.81111,67.134615216812
"147","R. Broom","Plymouth Argyle","Plymouth Argyle","England League One","2021/22","LCMF","RCMF",NA,25,250000,"2023-06-30",40,2657,4,2.93,5,3.39,20.49,43.64,"Wales","Wales","right",177,80,"yes",6.74,6.64,58.16,2.24,28.79,0.2,0.29,0.14,2.68,3.87,1.19,4,0.14,0,0,4.17,0.14,4,0.14,0.1,0,0,43,1.46,34.88,9.302,0.17,3.08,38.46,1.73,41.18,1.35,35,0.51,4.3,46.46,8.37,37.25,1.93,1.93,1.59,20.9,0.51,1.15,33.03,81.64,7.45,65.45,9.55,97.16,10.7,79.11,28.59,87.68,1.35,52.5,18.97,21.05,0.11,0.88,0.1,0.07,0.71,66.67,0.41,3.32,68.37,3.62,55.14,0.64,52.63,1.02,1.25,5.01,77.7,0,NA,0,NA,0,0,0,0,NA,NA,0.34,NA,NA,0.07,0.03,0,0.03,0,0,"CM2",1.99778,1.4,0.473357,26.965692,3.861824,3.89277,0.509248,1.184568,1.996068,46.764011895304
"148","J. Garrick","Plymouth Argyle","Plymouth Argyle","England League One","2021/22","CF","LWB",NA,23,250000,"2023-06-30",38,1895,4,2.57,7,1.44,36.76,33.33,"England","England, Jamaica","right",183,78,"yes",6.41,6.55,64.49,6.03,27.56,0,0,0.24,2.18,3.08,1.8,5,0.24,0,0,3.23,0.19,4,0.19,0.12,0,0,24,1.14,20.83,16.667,0.33,1.52,15.63,0.66,21.43,0.81,5.88,0.43,5.37,49.56,17.19,29.83,2.61,2.33,0.95,10.78,1.04,1.28,19.61,75.06,4.46,58.51,5.94,95.2,5.08,71.96,17.34,81.37,0.85,50,15.49,8.36,0.07,0.71,0.05,0.05,0.38,25,0.43,1.8,60.53,1.47,38.71,0.43,22.22,0.62,0.24,2.28,70.83,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,NA,0,0,0,0,0,0,"CF",2.661372,1.58333333333333,0.095,14.719266,4.224095,1.614924,0.237462,0.237576,0.569037,25.445368362818
"149","Panutche Camará","Plymouth Argyle","Plymouth Argyle","England League One","2021/22","RCMF",NA,NA,25,250000,"2022-06-30",38,3256,4,4.93,5,3.67,22.31,46.84,"Guinea-Bissau","Guinea-Bissau, Portugal","right",185,73,"no",8.15,8.18,61.82,3.04,32.73,0,0,0.17,3.1,4.54,0.88,4,0.11,0,0,2.54,0.11,4,0.11,0.14,0,0,59,1.63,23.73,6.78,0.14,1.3,31.91,0.06,0,1.19,34.88,0.08,2.76,56,7.05,42.75,1.44,1.82,1.24,22.94,0.53,1.22,36.18,84.11,8.87,71.34,7.13,94.57,15.2,86.91,32.89,87.82,2.1,55.26,18.35,28.11,0.1,1,0.17,0.06,0.39,50,0.53,4.06,79.59,2.32,47.62,0.41,33.33,0.97,0.39,5.45,77.16,0,NA,0,NA,0,0,0,0,NA,NA,0.39,NA,NA,0,0,0,0,0,0,"CM2",1.5456,0.785714285714286,0.195,30.430998,5.056876,4.20522,0.386799,0.41483,1.104784,35.773310360332
"150","J. Jacobson","Wycombe Wanderers","Wycombe Wanderers","England League One","2021/22","LCB","LB",NA,35,250000,"2022-06-30",37,3463,3,3.33,4,7.4,20.35,58.11,"Wales","Wales","left",180,79,"no",10.79,6.97,67.91,5.41,60.58,0.55,0.81,0.68,5.51,8.17,0.91,9,0.23,0,0,1.51,0.08,2,0.05,0.09,0,0,28,0.73,25,10.714,0.1,1.51,55.17,1.17,51.11,0.29,72.73,0.18,0.78,63.33,1.79,56.52,0.23,0.88,0.16,12.42,0.16,0.88,28.28,67.56,17.23,59.13,2.11,91.36,7.17,81.16,16.45,76.78,10.4,54.25,28.13,41.73,0.19,1.27,0.05,0.03,0.05,0,0.21,9.2,58.19,2.05,56.96,0.47,27.78,0.36,0.86,10.84,74.34,0,NA,0,NA,0,0,0,0,NA,NA,1.14,NA,NA,3.04,0.29,9.09,3.82,2,50,"CB",0.493974,0.888888888888889,0,19.105968,4.733327,8.058456,0.1825,0.833067,1.16768,30.685069517814
"151","J. Iredale","Cambridge United","Cambridge United","England League One","2021/22","LB","LCB",NA,25,250000,"2022-06-30",31,2963,1,0.33,2,2.33,17.25,58.45,"Scotland","Scotland, Australia","left",184,70,"no",10.21,7.05,63.36,2.98,55.1,0.43,0.54,0.52,5.32,6.79,0.73,6,0.18,0,0,2.52,0.03,1,0.03,0.01,0,0,12,0.36,25,8.333,0.06,2.52,37.35,2.31,34.21,0.15,60,0.36,2.25,62.16,3.52,51.72,0.46,1.43,0.82,18.59,0.39,0.36,32.9,69.16,17.44,63.41,2.25,94.59,9.45,73.31,21.75,80.73,8.78,49.83,25.17,41.85,0.07,0.61,0.09,0,0.33,27.27,0.21,7.11,59.83,2.95,40.21,0.67,27.27,0.43,0.91,10.54,66.28,0,NA,0,NA,0,0,0,0,NA,NA,0.64,NA,NA,0.79,0.06,50,0.79,0,0,"FB",1.3986,3,0.089991,22.75364,4.46688,6.985912,0.09,0.94122,1.186195,28.108287274182
"152","T. Flanagan","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","RCB","LCB","CB",30,250000,"2022-06-30",35,3339,1,1.97,1,0.18,20.03,59.49,"Northern Ireland","Northern Ireland","right",188,76,"no",10.59,6.9,71.48,6.63,53.25,0.4,0.59,0.84,5.26,7.65,0.81,10,0.27,0,0,1.02,0.03,1,0.03,0.05,1,0.03,22,0.59,36.36,4.545,0.03,0.24,22.22,0.13,20,0.11,25,0,1.02,68.42,1.94,61.11,0.78,1.11,0.38,21.13,0.4,0.92,36.66,77.79,17.12,61.26,2.48,96.74,14.91,94.21,27.47,87.83,8.98,48.65,26.44,43.71,0,0.08,0.03,0,0.05,100,0.11,6.74,48.8,0.78,37.93,0.62,39.13,0.22,0.05,8.38,64.31,0,NA,0,NA,0,0,0,0,NA,NA,1.73,NA,NA,0,0,0,0,0,0,"CB",0.697884,0.6,0.05,28.517814,4.93212,5.389178,0.214524,0.053328,0.295854,9.770956229948
"153","W. Burns","Ipswich Town","Ipswich Town","England League One","2021/22","RWB","RAMF","RW",27,250000,"2024-06-30",34,2927,10,5,5,4.13,18.57,46.69,"Wales","Wales","left",184,68,"no",6.49,4.86,55.7,1.75,47.37,0.12,0.21,0.03,3.66,6.25,1.17,6,0.18,0,0,4.43,0.31,10,0.31,0.15,0,0,51,1.57,37.25,19.608,0.15,3.84,26.4,0,0,3.84,26.4,0.49,5.17,52.98,9.13,43.43,3.14,2.55,1.11,22.32,1.69,0.95,29.73,74.46,7.16,65.24,6.46,93.33,10.15,71.52,23.95,83.57,2.24,50.68,19.29,31.03,0.13,0.89,0.06,0.09,0.34,27.27,0.61,2.28,64.86,2.68,56.32,0.31,40,0.89,0.98,5.26,74.27,0,NA,0,NA,0,0,0,0,NA,NA,0.22,NA,NA,0,0,0,0.09,0,0,"WB",2.739066,2.06666666666667,0.092718,22.136958,2.70702,3.906602,0.584825,1.01376,1.509376,44.547652655264
"154","C. Burgess","Ipswich Town","Ipswich Town","England League One","2021/22","LCB",NA,NA,26,250000,"2024-06-30",20,1771,0,0.32,0,0.09,19.01,61.23,"Scotland","Scotland, Australia","left",194,81,"no",11.99,5.95,69.23,7.32,60.42,0.3,0.5,0.61,7.57,12.35,0.66,3,0.15,1,0.05,0.15,0,0,0,0.02,0,0,2,0.1,0,0,0,0.25,20,0.25,20,0,0,0,0.2,50,1.02,50,0.25,0.86,0.1,36.39,0.3,0.61,56.21,82.64,28.61,71.05,2.8,94.55,20.12,95.71,46.45,89.93,9.55,48.94,23.66,43.8,0,0.05,0,0.05,0.05,0,0,8.28,57.06,0.86,23.53,0.91,16.67,0.36,0,12.7,67.6,0,NA,0,NA,0,0,0,0,NA,NA,2.29,NA,NA,0,0,0,0,0,0,"CB",0.1,0,0,46.451944,4.119185,8.5852,0,0.05,0.202358,6.590778003964
"155","L. Leahy","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","LCMF","CB",NA,29,225000,"2023-06-30",38,3772,8,6.23,5,5.81,16.82,55.74,"England","England, Scotland","left",178,74,"no",10.28,6.08,63.14,4.1,54.65,0.6,0.78,0.6,5.85,7.6,0.95,12,0.29,0,0,1.88,0.19,6,0.14,0.15,3,0.07,66,1.57,34.85,12.121,0.12,2,33.33,1.74,31.51,0.24,40,0.24,0.74,61.29,2.55,53.27,1.5,0.55,0.43,17.85,0.72,1.03,32.93,69.57,15.84,56.63,4.41,95.14,8.57,78.83,23.72,80.18,7.3,44.44,23.52,38.61,0.14,0.91,0.07,0.02,0.57,37.5,0.31,7.92,48.19,2.82,50.85,0.76,40.63,0.79,0.64,7.73,74.38,0,NA,0,NA,0,0,0,0,NA,NA,0.6,NA,NA,1.07,0.17,14.29,2.15,2,100,"CM2",0.453546,1.26666666666667,0.21375,22.909401,3.838912,5.749574,0.547145,0.6666,1.43397,36.26794973346
"156","R. Adebisi","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","LB","LWB","RB",21,200000,"2022-06-30",22,2149,0,1.99,1,1.14,19.98,48.43,"England","England, Nigeria","left",175,67,"no",9.63,7.87,56.38,2.93,40,0.25,0.37,0.59,4.94,7.22,0.96,4,0.17,0,0,2.47,0,0,0,0.08,0,0,24,1.01,12.5,0,0.04,2.05,18.37,1.3,22.58,0.75,11.11,0.46,3.06,61.64,5.53,47.73,1.34,1.13,0.34,22.57,0.84,0.63,31.87,75.3,12.31,68.37,6.2,93.24,8.75,72.73,26.01,84.22,3.89,44.09,19.15,32.47,0.05,0.63,0.04,0,0.34,25,0.13,4.27,61.76,2.22,32.08,0.59,14.29,0.21,0.5,6.99,67.07,0,NA,0,NA,0,0,0,0,NA,NA,0.25,NA,NA,0.17,0,0,0.21,0,0,"FB",1.886184,0,0.085,23.99811,4.437106,4.688193,0.12625,0.376585,0.712176,17.594407788978
"157","P. Kioso","Luton Town","Milton Keynes Dons","England League One","2021/22","RWB",NA,NA,22,200000,"2022-05-31",18,1558,4,2.82,2,1.9,22.41,52.58,"Congo DR","Congo DR, Republic of Ireland","right",183,70,"no",7.86,5.95,62.14,8.84,53.59,0.17,0.28,0.29,3.99,6.53,1.1,2,0.12,0,0,2.48,0.23,4,0.23,0.16,1,0.06,21,1.21,42.86,19.048,0.12,2.83,40.82,0.06,100,2.77,39.58,0.23,1.96,41.18,4.1,43.66,2.72,0.75,0.29,23.05,2.72,1.27,31.14,75.51,8.32,59.03,7.05,91.8,9.47,76.83,26.57,81.09,1.79,48.39,16.65,33.04,0.11,0.58,0,0.06,0,0,0.23,2.89,54,2.66,52.17,0.35,66.67,0.64,1.1,5.49,69.47,0,NA,0,NA,0,0,0,0,NA,NA,0.52,NA,NA,0,0,0,0,0,0,"WB",0.807128,1.4375,0,23.513814,3.69733,3.813903,0.518606,1.155206,1.387722,30.754281539408
"158","R. McLaughlin","Morecambe","Morecambe","England League One","2021/22","RB","RCB",NA,27,200000,"",19,1664,0,0.03,0,0.05,20.88,55.44,"Northern Ireland","Northern Ireland","right",179,69,"no",11.47,8.71,64.6,5.41,55,0.59,0.74,0.05,5.25,6.52,0.59,5,0.27,0,0,1.78,0,0,0,0,0,0,2,0.11,0,0,0,2.33,27.91,0.16,0,2.11,30.77,0.16,1.51,64.29,3.79,44.29,0.16,0.7,0.22,16.6,0.81,1.41,29.26,68.02,13.36,55.47,4.6,92.94,8.11,74.67,19.74,82.19,7.36,41.91,23.19,35.54,0,0.16,0,0,0.22,75,0.05,7.68,54.23,2.92,38.89,0.27,20,0.59,0.65,8.92,69.7,0,NA,0,NA,0,0,0,0,NA,NA,1.19,NA,NA,0,0,0,0,0,0,"FB",0.970779,NA,0.165,19.902652,5.62666,6.21724,0,0.650303,1.135588,16.68547918607
"159","C. Winchester","Sunderland","Sunderland","England League One","2021/22","RB","RCB","RCMF",28,200000,"2023-06-30",37,3345,3,1.77,1,1.14,17.11,51.42,"Northern Ireland","Northern Ireland","right",183,77,"no",8.83,7,64.62,2.77,45.63,0.48,0.77,0.27,3.82,6.09,1,8,0.22,1,0.03,1.51,0.08,3,0.08,0.05,0,0,33,0.89,36.36,9.091,0.03,1.16,25.58,0,0,1.16,25.58,0.11,1.32,59.18,3.47,45.74,0.78,2.39,1.05,23.65,1.02,0.81,35.73,84.34,13.18,75.31,6.7,96.39,10.17,88.36,30.94,89.57,3.79,58.16,18.12,38.95,0.03,0.32,0,0.03,0.19,57.14,0.05,5.33,71.21,1.29,43.75,0.4,26.67,0.43,0.32,6.54,76.95,0,NA,0,NA,0,0,0,0,NA,NA,0.75,NA,NA,0.05,0,0,0.03,0,0,"FB",0.781176,1.6,0.108566,30.134682,4.5234,5.03253,0.323604,0.296728,0.564375,11.805981569798
"160","C. Ogbene","Rotherham United","Rotherham United","England League One","2021/22","RWB",NA,NA,24,200000,"2022-06-30",39,3194,3,1.97,3,6.69,22.94,48.65,"Nigeria","Nigeria, Republic of Ireland","right",181,75,"no",5.1,4.11,59.59,2.99,42.45,0.08,0.14,0.08,2.56,4.29,0.65,1,0.03,0,0,7.1,0.08,3,0.08,0.06,0,0,34,0.96,17.65,8.824,0.08,6.34,34.22,0.25,44.44,6.09,33.8,0.79,8.4,55.03,12.82,50.11,2.25,4.85,2.54,14.51,1.55,2.17,24.51,67.47,6.17,61.19,4.62,92.68,8.48,67.44,16.77,80.34,1.58,62.5,20.7,26.16,0.19,1.44,0.08,0.08,0.25,55.56,0.85,1.97,68.57,4.65,50.91,0.34,58.33,0.9,2.14,5.97,79.25,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,NA,0.03,0.03,100,0.06,0,0,"WB",4.62252,1.33333333333333,0.1389,16.536897,2.449149,4.731225,0.16944,2.169548,2.367315,68.000785370726
"161","C. Camps","Fleetwood Town","Fleetwood Town","England League One","2021/22","LCMF","RCMF",NA,26,200000,"2022-06-30",26,2256,2,1.99,5,1.93,18.23,44.2,"England","England, Northern Ireland","right",180,75,"no",8.46,5.9,52.7,3.15,43.04,0.48,0.64,0.16,4.87,6.48,1.16,2,0.08,1,0.04,1.32,0.08,2,0.08,0.08,0,0,26,1.04,42.31,7.692,0.2,0.56,28.57,0.28,14.29,0.24,33.33,0.08,1.12,35.71,4.87,31.15,1.16,0.6,0.36,13.09,0.6,1.04,25.57,74.73,8.66,57.6,4.79,92.5,8.22,84.47,22.34,80.36,2.71,38.24,18.63,27.17,0.08,0.68,0.08,0,0.48,66.67,0.48,4.03,52.48,1,48,0.48,50,0.48,0.12,4.31,58.33,1,NA,2,NA,0,50,0.51,0.02,NA,NA,0.4,NA,NA,0.36,0.08,50,0.36,0,0,"CM2",0.399952,1,0.320016,19.108461,3.1093,2.514023,0.440024,0.159992,0.48,28.388350995056
"162","C. Porter","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","CF",NA,NA,38,200000,"2022-06-30",36,2245,6,6.84,3,1.06,29.83,34.27,"England","England","right",185,83,"no",1.92,1.68,57.14,16.64,37.83,0,0,0.08,0.96,1.64,0.84,2,0.08,0,0,0.88,0.24,5,0.2,0.27,4,0.16,33,1.32,51.52,18.182,0.12,0,0,0,0,0,0,0,0.32,37.5,4.29,23.36,1.76,0.08,0.04,7.5,2.37,0.64,11.31,68.09,2.97,48.65,1.96,79.59,2.61,70.77,11.22,68.21,0.08,50,9.85,2.7,0.04,0.36,0,0.04,0.24,33.33,0.32,1.6,37.5,0.8,60,0.2,40,0.76,0,1.16,55.17,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,2,50,"CF",0.12,0.888888888888889,0.079992,7.700979,0.959952,0.639972,0.680064,0,0.48,17.435448427584
"163","L. Sercombe","Cheltenham Town","Cheltenham Town","England League One","2021/22","LCMF","RCMF",NA,31,200000,"2022-06-30",37,3034,3,2.33,4,4.63,15.48,46.17,"England","England","right",178,69,"no",6.32,5.1,52.91,2.22,46.67,0.12,0.16,0.18,3.5,4.65,0.5,2,0.06,0,0,2.55,0.09,3,0.09,0.07,0,0,44,1.31,29.55,6.818,0.12,1.9,45.31,0.53,38.89,1.28,46.51,0.21,2.43,50,5.31,40.78,0.62,0.77,0.77,20.23,0.56,0.62,32.72,77.7,11.57,65.64,6.41,91.2,9.08,82.03,27.11,83.15,3.74,53.97,18.28,29.15,0.14,1.04,0.03,0.06,0.33,27.27,0.5,5.04,64.71,2.4,61.73,0.77,38.46,0.71,0.89,6.38,72.09,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0.24,0,0,0.33,1,0,"CM2",1.215,1.28571428571429,0.089991,25.42344,2.69841,4.599342,0.387105,0.86089,1.48152,42.804306264772
"164","G. McCleary","Wycombe Wanderers","Wycombe Wanderers","England League One","2021/22","AMF","RAMF",NA,34,200000,"2022-06-30",38,3166,9,4.02,6,6.91,18.02,44.48,"England","England, Jamaica","right",188,76,"no",3.72,4.43,62.18,1.99,38.57,0,0,0.03,0.97,1.43,1.19,3,0.09,0,0,5.32,0.26,9,0.26,0.11,2,0.06,50,1.42,46,18,0.17,4.43,32.69,1.65,37.93,2.73,30.21,0.48,5.29,53.23,8.64,43.75,2.73,2.1,0.8,14.47,1.54,0.63,25.64,68.51,6.2,62.84,5.09,88.83,8.87,63.14,19.79,77.59,1.51,56.6,18.2,25.61,0.2,1.48,0.11,0.06,1.02,38.89,0.68,2.1,63.51,4.41,47.74,0.85,40,1.28,1.48,4.63,83.44,0,NA,0,NA,0,0,0,0,NA,NA,0.03,NA,NA,0.09,0,0,0.85,0,0,"CAM",2.815867,2.36363636363636,0.396678,17.565964,2.754574,3.863272,0.6532,1.448167,2.105334,61.881435161802
"165","Ricardo Santos","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","RCB","CB",NA,26,175000,"2023-06-30",37,3536,0,2.71,0,0.1,20.59,70.33,"Portugal","Portugal","right",196,77,"no",11.84,7.51,77.97,5.09,74.5,0.38,0.62,0.84,5.6,9.09,0.92,8,0.2,2,0.05,1.07,0,0,0,0.07,0,0,20,0.51,15,0,0,0.13,60,0,0,0.13,60,0,1.17,76.09,3.18,57.6,0.71,0.76,0.15,30.29,0.23,0.87,47.47,87.29,16.16,72.13,3.46,94.12,24.89,95.6,40.06,93.96,7.3,51.22,23.91,44.74,0,0.05,0.08,0.03,0.05,50,0.05,6.03,55.7,0.61,33.33,0.43,23.53,0.18,0.05,7.33,66.67,0,NA,0,NA,0,0,0,0,NA,NA,2.47,NA,NA,0,0,0,0,0,0,"CB",0.890253,0,0.025,41.436563,5.855547,4.886911,0.0765,0.078,0.203313,6.051121077354
"166","M. Ehmer","Gillingham","Gillingham","England League One","2021/22","RCB","CB",NA,30,175000,"2022-06-30",41,3884,0,1.89,0,0.2,15.76,58.68,"Germany","Germany","right",188,75,"no",9.82,6.37,70.55,3.96,46.78,0.23,0.28,0.74,5.1,6.18,0.88,6,0.14,0,0,0.21,0,0,0,0.04,0,0,11,0.25,45.45,0,0,0.16,42.86,0.07,33.33,0.09,50,0.05,0.05,50,0.7,50,0.83,0.05,0.02,8.57,0.12,0.67,18.77,67.04,11.84,57.73,0.93,97.5,4.82,84.13,11.49,75.2,7.11,54.4,28.03,42.77,0,0.09,0.02,0,0,0,0.05,5.49,56.96,0.83,27.78,0.51,13.64,0.3,0.07,6.72,63.79,0,NA,0,NA,0,0,0,0,NA,NA,0.67,NA,NA,0,0,0,0,0,0,"CB",0.025,0,0,12.583408,4.494035,4.286688,0.113625,0.068576,0.230574,6.439561084764
"167","C. Thomas","Cheltenham Town","Cheltenham Town","England League One","2021/22","DMF","RCMF",NA,28,150000,"",23,1940,1,1.5,1,1.04,14.43,53.38,"England","England","right",185,72,"no",8.12,5.71,59.35,2.32,60,0.79,1.07,0.23,3.94,5.37,1.21,7,0.32,0,0,0.56,0.05,0,0,0.07,0,0,9,0.42,11.11,11.111,0.05,0.46,40,0.09,0,0.37,50,0.05,0.37,62.5,1.72,51.35,0.6,0.56,0.37,21.29,0.28,0.88,37.95,81.17,13.64,68.71,7.65,93.94,11.09,86.61,33.49,85.04,3.99,53.49,18.46,33.03,0.05,0.51,0,0,0.19,50,0.09,5.57,64.17,1.07,60.87,0.56,33.33,0.6,0.19,7.28,66.24,0,NA,0,NA,0,0,0,0,NA,NA,0.6,NA,NA,0.05,0,0,0.05,1,100,"CDM",0.23125,0.714285714285714,0.095,30.804015,3.388885,4.822272,0.046662,0.184,0.651309,14.770363589522
"168","T. Watson","Milton Keynes Dons","Milton Keynes Dons","England League One","2021/22","RWB","RB","LWB",25,150000,"2022-06-30",28,2004,2,0.85,0,1.68,20.43,45.05,"England","England","right",183,73,"no",9.21,6.11,57.35,4.99,45.05,0.4,0.62,0.31,5.3,8.12,0.81,2,0.09,0,0,1.66,0.09,2,0.09,0.04,0,0,11,0.49,27.27,18.182,0,1.39,38.71,0.04,100,1.35,36.67,0.18,2.07,45.65,4.94,39.09,1.39,0.99,0.58,23.85,2.51,0.4,33.37,82.64,8.89,67.17,9.39,94.26,7.99,83.71,30.81,86.01,1.35,46.67,15.74,24.06,0.08,0.67,0,0,0.13,33.33,0.27,2.74,73.77,1.17,65.38,0.09,50,0.85,0.45,4.63,62.14,0,NA,0,NA,0,0,0,0,NA,NA,0.22,NA,NA,0,0,0,0,0,0,"WB",0.944955,2.25,0.043329,27.576968,3.504085,2.877082,0.133623,0.538069,0.764946,21.658848717694
"169","C. Tilt","Wigan Athletic","Wigan Athletic","England League One","2021/22","LCB",NA,NA,30,150000,"2023-06-30",20,1813,2,0.78,0,0.26,21.35,63.49,"England","England, Jamaica","left",192,75,"no",8.64,5.11,76.7,5.76,65.52,0.25,0.39,0.6,4.47,6.98,1.19,3,0.15,0,0,0.55,0.1,2,0.1,0.04,1,0.05,9,0.45,33.33,22.222,0,0,0,0,0,0,0,0,0.89,44.44,4.42,57.3,0.89,1.44,0.5,22.69,0.4,1.99,36.49,79.18,17.57,63.56,1.99,95,13.8,94.96,28.25,87.87,8.24,49.4,22.84,39.59,0.01,0.1,0,0.15,0.1,0,0,5.81,51.28,0.69,50,0.6,25,0.35,0,8.19,64.85,0,NA,0,NA,0,0,0,0,NA,NA,0.65,NA,NA,0,0,0,0,0,0,"CB",0.395516,2.5,0,28.892782,3.91937,5.311215,0.149985,0,0.345,6.28864578
"170","L. O'Nien","Sunderland","Sunderland","England League One","2021/22","RDMF","LDMF","RCMF",27,150000,"2024-06-30",21,1827,3,3.52,1,0.26,23.6,54.28,"England","England","right",174,74,"no",11.33,7.09,61.81,5.52,56.25,0.69,1.07,0.39,6.26,9.67,1.18,4,0.2,0,0,1.03,0.15,3,0.15,0.17,1,0.05,25,1.23,32,12,0.05,0.74,26.67,0.34,28.57,0.39,25,0.1,0.64,53.85,3.99,58.02,1.63,0.79,0.59,23.15,0.69,2.17,40.2,81.37,14.83,67.11,5.67,96.52,12.86,88.51,35.67,87.02,3.89,39.24,18.11,32.94,0.01,0.34,0.05,0.05,0.15,66.67,0.1,6.75,65.69,1.48,40,0.39,37.5,0.39,0.15,6.65,69.63,0,NA,0,NA,0,0,0,0,NA,NA,0.79,NA,NA,0.34,0.2,25,0.15,0,0,"CDM2",0.34464,0.88235294117647,0.100005,32.71074,4.382329,4.630395,0.3936,0.197358,0.592,12.169409390236
