"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"320","A. Ramsey","Cheltenham Town","Cheltenham Town","England League One","2021/22","LCMF","RCMF",NA,19,1000000,"2023-06-30",11,679,0,0.66,1,0.58,20.41,42.86,"England","England","right",0,0,"yes",6.76,6.23,65.96,2.25,29.41,0.13,0.19,0.13,2.52,3.58,0.8,0,0,0,0,2.12,0,0,0,0.09,0,0,6,0.8,33.33,0,0.13,0.66,60,0.13,100,0.53,50,0,2.65,50,8.35,36.51,1.33,0.8,0.4,15.38,1.19,0.66,26.64,74.13,8.35,58.73,6.89,84.62,5.57,80.95,23.46,76.27,2.52,57.89,16.17,20.28,0.08,0.66,0,0,0.53,25,0.4,3.18,54.17,1.33,70,0.27,50,0.93,0.4,4.51,58.82,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,NA,0,0,0,0.27,0,0,"CM2",1.325,0,0.1325,19.748232,4.109308,2.652782,0.26664,0.396,0.931,28.06690389
"321","M. Whittaker","Lincoln City","Lincoln City","England League One","2021/22","RAMF","RW","LWB",21,1000000,"2025-06-30",17,1333,3,2.95,1,1.64,21.34,46.52,"England","England","left",183,69,"yes",6.41,5.74,54.12,1.62,33.33,0.34,0.46,0,2.97,4.02,0.95,1,0.07,1,0.07,5.27,0.2,3,0.2,0.2,0,0,31,2.09,32.26,9.677,0.07,1.62,12.5,0.47,14.29,1.15,11.76,0.2,7.36,54.13,11.41,46.75,2.23,3.04,1.15,20.26,2.36,1.01,28.09,75.96,7.36,65.14,4.59,94.12,10.2,77.48,24.44,81.22,2.3,55.88,18.6,32.66,0.11,0.34,0,0.07,0.81,50,0.34,3.38,66,1.82,55.56,0.68,40,0.95,0.27,4.66,71.01,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.54,0,0,"Winger",3.983968,1,0.405,21.337164,3.106488,3.309066,0.674234,0.2025,1.011192,31.325055676936
"322","T. Bakinson","Ipswich Town","Ipswich Town","England League One","2021/22","RCMF","RDMF","LCMF",23,1000000,"2022-06-30",13,1025,1,1.41,0,0.36,17.47,49.75,"England","England","right",190,70,"yes",8.6,7.64,51.72,3.07,71.43,0.09,0.15,0.18,4.57,7.61,2.02,3,0.26,0,0,0.97,0.09,1,0.09,0.12,0,0,13,1.14,30.77,7.692,0,0.61,28.57,0.09,0,0.53,33.33,0.09,0.79,55.56,3.86,34.09,0.79,1.14,0.26,39.69,0.18,0.35,55.05,82.62,19.49,68.47,6.59,96,22.04,92.43,49.61,86.55,4.83,49.09,17.98,27.33,0.03,0.35,0,0,0.61,0,0.26,9.75,72.97,2.11,41.67,1.76,30,0.79,0.26,10.1,72.17,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,NA,0,0,0,0,0,0,"CM2",0.438924,0.75,0,45.48231,3.951408,7.28917,0.350778,0.174277,0.879237,26.63197582054
"323","A. Green","Slovan Bratislava","Sheffield Wednesday","England League One","2021/22","RWF","RW",NA,23,900000,"2023-06-30",2,145,0,0.11,0,0,31.66,27.45,"England","England","right",180,71,"no",5.59,6.83,36.36,4.97,12.5,0,0,0,3.1,5,2.48,0,0,0,0,4.34,0,0,0,0.07,0,0,1,0.62,0,0,0,1.86,33.33,0,0,1.86,33.33,0.62,7.45,50,14.9,33.33,1.86,3.72,1.24,14.28,0.62,0.62,14.28,73.91,3.1,100,4.97,100,1.86,66.67,11.79,78.95,0.62,100,13.77,26.82,0,0,0,0,0,0,0,1.24,100,0,0,0,0,0,0.62,1.24,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",3.725,0,0,10.554348,2.483388,1.24,0,0.619938,0,3.148492759236
"324","J. McGrath","Wigan Athletic","Wigan Athletic","England League One","2021/22","AMF","LAMF",NA,25,900000,"2022-05-31",2,77,0,0.01,0,0,19.87,35.29,"Republic of Ireland","Republic of Ireland","right",175,70,"no",7.01,3.51,100,3.51,66.67,0,0,0,3.51,5.63,1.17,0,0,0,0,0,0,0,0,0.01,0,0,1,1.17,0,0,0,0,0,0,0,0,0,0,2.34,0,2.34,0,0,1.17,0,8.18,0,1.17,22.21,84.21,5.84,80,3.51,100,4.68,75,19.87,82.35,2.34,100,13.63,25.09,0,0,0,0,0,0,0,1.17,100,0,0,0,0,0,0,3.51,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CAM",0,0,0,18.703041,3.51,2.340117,0,0,0,0
"325","R. Griffiths","Doncaster Rovers","Doncaster Rovers","England League One","2021/22","CF","LAMF","RWF",21,900000,"2022-06-30",12,964,1,0.94,1,0.57,30.25,24.69,"England","England","right",180,76,"no",3.55,4.85,48.08,8.68,21.51,0,0,0,1.21,1.5,2.05,0,0,0,0,1.68,0.09,1,0.09,0.09,0,0,9,0.84,44.44,11.111,0.09,0.65,0,0.09,0,0.56,0,0,4.01,32.56,11.39,19.67,2.43,0.93,0.37,5.32,1.12,0.56,10.36,62.16,2.15,52.17,2.43,80.77,2.05,54.55,9.71,66.35,0,0,19.5,0,0.05,0.75,0,0,0.28,0,0.19,0.84,88.89,0.56,50,0.28,0,0.65,0,1.03,45.45,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.09,0.09,100,0,0,0,"CF",1.305656,1,0,6.439776,2.33188,0.468135,0.373296,0,0.28,11.87281004
"326","A. Xhemajli","Sunderland U23","Sunderland","England League One","2021/22","LCB",NA,NA,23,850000,"2022-06-30",3,251,0,0.2,0,0,18.29,62.75,"Switzerland","Switzerland, Kosovo","left",190,81,"no",7.89,3.94,81.82,8.25,60.87,0,0,0.36,4.66,9.29,0.72,0,0,0,0,0,0,0,0,0.07,0,0,1,0.36,0,0,0,0,0,0,0,0,0,0,0.36,0,0.72,0,0.36,0,0,23.67,0,1.43,38.37,83.18,17.21,75,1.43,100,15.06,95.24,32.99,86.96,5.38,60,21.66,46.58,0,0,0,0,0,0,0,5.02,64.29,0,0,0,0,0,0,7.17,70,0,NA,0,NA,0,0,0,0,NA,NA,1.08,NA,NA,0,0,0,0,0,0,"CB",0,0,0,31.916166,3.223708,5.019,0,0,0,0
"327","K. Jackson","Ipswich Town","Ipswich Town","England League One","2021/22","CF","AMF",NA,28,800000,"2022-06-30",12,608,3,1.37,3,1.69,22.65,39.22,"England","England","right",181,73,"no",5.18,4.74,68.75,5.92,35,0,0,0.15,1.92,3.36,1.04,0,0,0,0,2.96,0.44,3,0.44,0.2,0,0,8,1.18,87.5,37.5,0.44,3.7,28,2.52,29.41,1.18,25,0.89,1.92,46.15,7.85,26.42,4.74,1.18,1.04,10.36,2.22,0.59,15.1,62.75,2.22,20,4,88.89,5.33,55.56,10.36,77.14,1.33,33.33,21.74,16.67,0.25,1.04,0.15,0,0.15,0,0.89,0.74,80,1.92,23.08,0.15,0,0.15,1.33,2.22,53.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.88608,2.2,0,9.47525,3.25875,1.183926,1.0325,1.036,0.443136,48.567726356288
"328","C. Dunkley","Sheffield Wednesday","Sheffield Wednesday","England League One","2021/22","CB","LCB",NA,30,800000,"2022-06-30",17,1429,2,2.26,0,0.61,27.9,64.79,"England","England, Jamaica","right",188,85,"no",9.83,7.12,68.14,13.16,68.9,0.19,0.31,0.63,4.79,7.97,1.01,4,0.25,0,0,0.69,0.13,2,0.13,0.14,2,0.13,14,0.88,50,14.286,0,0.13,0,0,0,0.13,0,0,0.25,75,1.32,57.14,1.13,0.06,0.06,14.04,0.13,1.01,27.52,76.2,13.04,63.29,1.83,96.55,9.89,91.08,21.92,82.18,5.48,54.02,20.16,32.19,0.04,0.13,0,0,0.06,100,0.13,3.09,38.78,0.38,33.33,0.25,50,0.19,0,6.24,51.52,0,NA,0,NA,0,0,0,0,NA,NA,1.51,NA,NA,0,0,0,0,0,0,"CB",0.1875,0.928571428571428,0.06,20.97024,4.851568,3.214848,0.44,0,0.126654,8.620930409532
"329","G. Edwards","Wigan Athletic","Wigan Athletic","England League One","2021/22","LAMF","RAMF","RW",29,800000,"2023-06-30",27,954,1,1.45,2,0.72,28.77,44.26,"Wales","Wales","right",175,76,"no",10.38,9.72,62.14,4.15,22.73,0.28,0.46,0.09,4.06,6.65,1.51,2,0.19,0,0,4.72,0.09,1,0.09,0.14,0,0,18,1.7,50,5.556,0.19,3.3,17.14,0.94,40,2.36,8,0.38,4.91,61.54,10.66,44.25,1.32,1.42,1.23,13.96,0.85,1.6,23.77,66.27,7.36,46.15,5.09,92.59,6.6,68.57,18.87,76.5,1.7,44.44,17.39,16.2,0.07,0.66,0.09,0,0.57,50,0.28,2.64,53.57,3.3,20,0.94,50,0.28,0.66,3.68,64.1,0,NA,0,NA,0,0,0,0,NA,NA,0.09,NA,NA,0,0,0,0.09,0,0,"Winger",3.021614,0.642857142857143,0.285,15.752379,6.040008,2.35888,0.85,0.56562,0.66,27.16879804764
"330","C. Wickham","Milton Keynes Dons","Milton Keynes Dons","England League One","2021/22","CF",NA,NA,29,800000,"",12,366,1,0.66,0,0,31.48,32.03,"England","England, Northern Ireland","right",191,90,"no",3.44,2.7,63.64,7.87,40.63,0,0,0.25,1.72,2.5,0.98,0,0,0,0,2.46,0.25,1,0.25,0.16,0,0,8,1.97,37.5,12.5,0,0.74,66.67,0.49,50,0.25,100,0.49,1.97,62.5,13.52,25.45,3.2,0.25,0.25,10.57,1.97,1.48,18.2,66.22,3.44,35.71,6.39,80.77,4.18,70.59,15.49,69.84,1.97,37.5,14.48,15.86,0,0,0,0,0,0,0,1.48,16.67,0.74,33.33,0.49,100,0,0.25,1.97,37.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.23125,1.5625,0,12.05204,1.71828,0.73875,0.73875,0.493358,0.246642,7.019001466512
"331","M. Smith","Milton Keynes Dons","Milton Keynes Dons","England League One","2021/22","LCMF",NA,NA,22,800000,"2023-06-30",3,180,0,0,1,0.34,17.5,37.14,"England","England, Wales","right",175,68,"no",10.5,6.5,53.85,0.5,0,1,1.46,0.5,6,8.78,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,100,0,0,0.5,100,0,2.5,20,7.5,26.67,0,0,0.5,30,0,1.5,42,86.9,9.5,57.89,12,100,12,91.67,37,93.24,4.5,33.33,17.4,28.03,0.17,1,0,0,0,0,1,4.5,33.33,1.5,66.67,1,50,0.5,0.5,4.5,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.5,NA,NA,0.5,0,0,1.5,0,0,"CM2",0.5,NA,0,36.498,3.50025,3.00015,0,0.5,1.00005,54.8874452129
"332","M. Jacobs","Portsmouth","Portsmouth","England League One","2021/22","LCMF","LW",NA,30,800000,"2022-06-30",18,758,4,2.42,2,2.84,23.98,43.56,"England","England","right",175,74,"no",4.27,5.34,51.11,3.92,51.52,0.12,0.19,0,1.42,2.29,0.95,2,0.24,0,0,6.53,0.47,4,0.47,0.29,0,0,20,2.37,65,20,0.24,2.61,50,1.66,50,0.95,50,0.36,6.89,44.83,10.69,37.78,3.09,2.73,0.95,22.08,0.95,0.95,31.23,77.19,11.75,67.68,6.06,94.12,7.6,78.13,25.88,83.49,2.73,43.48,16.34,27.6,0.34,2.37,0.12,0.12,0.95,62.5,1.07,4.39,48.65,4.27,63.89,1.42,25,2.02,1.19,5.46,82.61,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,2.49,0,0,2.61,0,0,"CM2",3.088787,1.62068965517241,0.59375,24.106437,2.729274,4.510506,1.5405,1.305,2.728103,88.996561625174
"333","E. Kachunga","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","RAMF","RWF","RW",29,800000,"2023-06-30",28,1656,2,3.08,2,2.96,26.2,39.42,"Germany","Germany, Congo DR","right",178,74,"no",4.02,4.4,51.85,5.82,34.58,0.05,0.09,0.05,1.68,2.8,1.47,2,0.11,0,0,2.99,0.11,2,0.11,0.17,0,0,19,1.03,47.37,10.526,0.11,1.36,40,0.16,66.67,1.14,38.1,0.05,2.99,60,11.09,38.73,3.04,1.36,1.2,14.46,1.41,1.9,22.34,78.59,4.78,63.64,7.34,96.3,5.33,69.39,20.33,82.62,0.71,30.77,14.24,11.16,0.16,0.65,0.05,0,0.38,42.86,0.49,1.68,58.06,1.41,53.85,0.38,14.29,0.54,0.6,2.45,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.05,NA,NA,0,0,0,0,0,0,"Winger",1.794,0.647058823529412,0.162868,17.557006,2.2814,1.633415,0.487911,0.544,0.759285,34.484834571666
"334","L. Bridcutt","Lincoln City","Lincoln City","England League One","2021/22","DMF","RCMF",NA,32,800000,"",14,1186,0,0.14,1,0.43,20.56,53.51,"England","England, Scotland","right",175,73,"no",10.93,8.42,62.16,3.87,47.06,0.68,0.91,0.15,5.01,6.69,1.75,4,0.3,0,0,1.37,0,0,0,0.01,0,0,3,0.23,33.33,0,0.08,0.23,66.67,0.08,100,0.15,50,0,1.21,62.5,4.63,50.82,0.08,0.76,0.38,32.4,0.46,1.59,50.24,85.05,17.68,73.39,6.53,96.51,20.11,91.32,42.95,89.05,7.06,61.29,20.13,37.65,0.03,0.23,0,0,0.68,55.56,0.23,8.42,63.06,0.83,63.64,0.99,38.46,0.38,0.15,8.58,73.45,0,NA,0,NA,0,0,0,0,NA,NA,0.68,NA,NA,0,0,0,0,0,0,"CDM",0.75625,0,0.377808,42.72912,5.233872,6.30201,0.076659,0.153341,0.528212,21.734109125314
"335","D. Thompson","Ipswich Town","Ipswich Town","England League One","2021/22","LWB","LB",NA,21,800000,"2022-06-30",14,1230,0,0.53,0,1.06,15.66,47.66,"England","England","left",183,75,"yes",9.51,5.85,62.5,3.59,42.86,0.37,0.61,0.07,5.49,9.11,0.59,2,0.15,0,0,1.98,0,0,0,0.04,0,0,6,0.44,0,0,0,3.51,37.5,3.51,37.5,0,0,0.07,1.17,56.25,3.07,33.33,1.1,1.83,0.88,34.1,1.98,0.66,46.98,72.59,16.98,59.48,7.83,94.39,14.85,75.86,37.46,80.66,6.44,42.05,20.67,36.36,0.08,0.88,0,0,0.29,0,0.44,5.41,54.05,2.85,46.15,0.66,11.11,0.59,1.1,11.05,66.89,0,NA,0,NA,0,0,0,0,NA,NA,0.73,NA,NA,0.07,0,0,0.59,0,0,"WB",0.658125,0,0,34.102782,3.65625,7.391345,0,1.31625,1.315275,38.07685775845
"336","P. Souaré","Charlton Athletic","Charlton Athletic","England League One","2021/22","LB","LWB",NA,31,700000,"2022-06-30",9,663,0,0.08,0,0.38,15.88,47.86,"Senegal","Senegal","left",178,69,"no",7.19,4.75,54.29,4.21,54.84,0.68,1.01,0.14,3.94,5.84,0.95,4,0.54,0,0,1.49,0,0,0,0.01,0,0,2,0.27,50,0,0,1.63,41.67,1.63,41.67,0,0,0.14,0.95,71.43,2.99,40.91,0.27,0.41,0.27,21.04,0.54,0.27,31.9,79.57,10.18,61.33,9.5,98.57,8.55,85.71,28.1,84.54,2.31,47.06,17.94,25.4,0.05,0.41,0,0,0.14,0,0.14,3.94,72.41,1.63,41.67,0.27,50,0.41,0.41,5.84,58.14,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0,0,0,0,0,0,"FB",0.678585,0,0,25.38283,2.578775,3.395376,0.135,0.679221,0.679221,16.86095788678
"337","M. Browne","Oxford United","Oxford United","England League One","2021/22","CF","AMF",NA,24,700000,"2023-06-30",2,85,1,0.23,0,0,22.24,52.38,"England","England","right",178,74,"no",2.12,6.35,33.33,6.35,83.33,0,0,0,0,0,3.18,0,0,0,0,3.18,1.06,1,1.06,0.24,0,0,2,2.12,50,50,0,1.06,0,0,0,1.06,0,0,2.12,100,5.29,60,3.18,1.06,1.06,6.35,1.06,1.06,16.94,68.75,5.29,60,5.29,80,3.18,66.67,13.76,84.62,2.12,0,16.17,29.58,0,0,0,0,0,0,0,2.12,50,2.12,50,0,0,1.06,0,6.35,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",2.12,4.41666666666667,0,11.64625,2.116455,3.175,1.06,0,1.06,8.47836548
"338","T. Bayliss","Wigan Athletic","Wigan Athletic","England League One","2021/22","LDMF","LCMF","RDMF",22,700000,"2023-06-30",8,582,0,0.31,1,0.17,15.15,59.18,"England","England","right",183,78,"yes",6.65,6.49,54.76,2.78,66.67,0.93,1.51,0,2.16,3.53,1.86,2,0.31,0,0,2.16,0,0,0,0.05,0,0,9,1.39,11.11,0,0.15,1.39,33.33,0.31,50,1.08,28.57,0.15,1.39,100,3.56,65.22,0.46,1.24,1.08,30,0.31,0.93,44.23,83.92,11.44,63.51,8.2,94.34,18.87,90.98,39.28,87.4,3.56,65.22,18.8,36.93,0.03,0.93,0.15,0,0.31,50,0.46,6.19,62.5,1.86,50,0.46,33.33,0.46,0.46,5.1,69.7,0,NA,0,NA,0,0,0,0,NA,NA,0.15,NA,NA,0,0,0,0.15,0,0,"CDM2",1.39,0,0.155,37.117816,3.553924,3.5547,0.154429,0.463287,0.93,29.394848749214
"339","O. Niasse","Burton Albion","Burton Albion","England League One","2021/22","CF",NA,NA,31,700000,"",7,455,3,2.29,0,0.17,34.62,26.86,"Senegal","Senegal","right",182,75,"no",1.98,2.37,50,7.71,25.64,0,0,0,0.79,1.21,2.37,3,0.59,0,0,2.97,0.59,3,0.59,0.45,1,0.2,11,2.18,36.36,27.273,0,0.4,50,0.4,50,0,0,0,4.95,40,14.64,25.68,2.97,0.4,0.4,2.97,0.4,1.78,8.11,75.61,1.78,66.67,1.38,85.71,2.37,75,7.52,76.32,0.4,50,12.46,12.55,0.03,0.4,0,0,0,0,0.2,0.79,75,0,0,0,0,0.2,0,0.59,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.98,1.31111111111111,0,6.131971,1.185,0.393353,0.792648,0.2,0,8.68131591
"340","J. Cousins","Wigan Athletic","Wigan Athletic","England League One","2021/22","LDMF",NA,NA,28,700000,"2023-06-30",12,931,0,0.05,0,0.08,15.27,56.33,"England","England, Jamaica","right",177,72,"no",6.86,5.12,60.38,4.16,60.47,0.1,0.16,0.19,3.67,6.1,1.35,3,0.29,0,0,0.29,0,0,0,0,0,0,1,0.1,0,0,0,0.19,0,0,0,0.19,0,0,0.29,66.67,2.51,69.23,0,0.29,0.1,22.81,0,1.06,36.83,85.83,9.18,67.37,5.7,94.92,16.63,93.6,33.74,91.12,2.9,30,19.32,28.95,0.01,0.29,0,0,0.39,25,0.19,5.03,59.62,0.87,44.44,0.58,33.33,0.29,0,5.03,71.15,0,NA,0,NA,0,0,0,0,NA,NA,0.77,NA,NA,0,0,0,0,0,0,"CDM2",0.193343,NA,0.0975,31.611189,3.091456,3.578845,0,0,0.386628,13.374781659624
"341","J. Lindsay","Rotherham United","Rotherham United","England League One","2021/22","RCMF","LCMF","DMF",26,700000,"2022-06-30",23,1289,1,1.05,0,0.44,19.34,48.38,"Scotland","Scotland","right",183,67,"no",9.08,7.33,60.95,4.61,40.91,0.84,1.31,0.14,3.77,5.91,1.54,3,0.21,0,0,1.47,0.07,1,0.07,0.07,0,0,11,0.77,27.27,9.091,0,1.26,55.56,0.49,57.14,0.77,54.55,0.14,0.56,62.5,2.79,37.5,1.82,0.84,0.63,15.57,0.49,0.77,30.09,73.32,12.99,57.53,4.33,96.77,7.4,83.96,24.65,78.47,4.19,48.33,16.55,23.75,0.03,0.49,0.21,0,0.63,33.33,0.14,6.77,60.82,2.16,48.39,0.63,33.33,0.91,0.7,6.21,70.79,0,NA,0,NA,0,0,0,0,NA,NA,0.35,NA,NA,0.14,0,0,0,0,0,"CM2",0.35,1,0.209979,22.061988,4.467635,4.396059,0.209979,0.700056,1.045224,22.575135010432
"342","J. Jones","Wigan Athletic","Wigan Athletic","England League One","2021/22","LAMF","RAMF",NA,27,600000,"2024-06-30",9,327,0,0.35,0,0.47,24.5,48.31,"Northern Ireland","Northern Ireland","right",174,61,"no",4.68,5.78,38.1,3.03,27.27,0.28,0.45,0,2.2,3.58,1.65,1,0.28,0,0,7.16,0,0,0,0.1,0,0,6,1.65,33.33,0,0,6.06,13.64,4.4,18.75,1.65,0,0.28,9.63,60,13.21,56.25,3.3,3.03,1.93,14.59,0.83,1.38,23.39,61.18,4.4,43.75,5.23,100,10.18,54.05,15.96,81.03,1.38,40,26,13.94,0.13,1.38,0,0,0.55,0,0.55,1.1,75,3.85,14.29,0.55,0,0.28,1.38,3.85,42.86,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,1.38,0,0,2.48,0,0,"Winger",5.778,0,0,14.310002,2.20218,1.65011,0.549945,0.826584,0.550165,34.517029851218
"343","T. Edun","Blackburn Rovers","Lincoln City","England League One","2021/22","LB",NA,NA,23,600000,"2022-06-30",4,395,1,0.39,1,0.69,23.24,50.98,"England","England, Nigeria","left",170,70,"no",8.89,8.66,55.26,2.73,25,0.23,0.33,0,3.87,5.6,1.82,2,0.46,0,0,5.01,0.23,1,0.23,0.09,0,0,4,0.91,25,25,0.23,2.28,30,1.59,42.86,0.46,0,0.23,4.33,73.68,7.75,61.76,2.05,2.96,2.51,29.39,2.73,1.82,43.52,69.11,16.63,53.42,4.56,95,16.41,77.78,36.91,72.84,4.33,57.89,19.92,40.03,0.16,1.37,0,0,2.51,36.36,1.14,6.15,55.56,4.1,38.89,0.68,33.33,1.82,0.68,9.8,55.81,0,NA,0,NA,0,0,0,0,NA,NA,0.23,NA,NA,0,0,0,0,0,0,"FB",3.190344,2.55555555555556,0.912636,30.076672,4.785516,5.46938,0.2275,0.684,1.59449,70.161516135492
"344","O. Bogle","Hartlepool United","Doncaster Rovers","England League One","2021/22","CF","AMF",NA,28,600000,"2022-06-30",10,419,1,1.37,0,0,34.58,35.4,"England","England, Ghana","left",191,80,"no",2.36,2.15,60,14.18,39.39,0,0,0,1.07,1.74,1.72,0,0,0,0,0.64,0.21,1,0.21,0.29,0,0,6,1.29,16.67,16.667,0,0,0,0,0,0,0,0,0.86,50,10.31,29.17,2.36,0.21,0,6.01,2.36,1.07,12.89,58.33,1.93,22.22,3.87,72.22,4.73,68.18,12.89,58.33,0,0,14.39,0,0,0.21,0,0,0.43,0,0,1.07,60,0.86,0,0.43,0,0,0,1.29,33.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,1,0,"CF",0.43,0.724137931034483,0,7.518737,1.29,0.429957,0.215043,0,0,2.22952162
"345","J. Böðvarsson","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","CF",NA,NA,29,600000,"2022-06-30",17,909,4,2.99,1,0.93,27.13,37.23,"Iceland","Iceland","right",190,85,"no",3.56,2.87,62.07,7.13,37.5,0.2,0.35,0.1,1.58,2.81,0.5,0,0,0,0,2.97,0.4,4,0.4,0.3,2,0.2,24,2.38,33.33,16.667,0.1,0.79,12.5,0.69,14.29,0.1,0,0.2,3.37,50,9.8,30.3,3.96,1.29,0.59,14.85,1.98,0.99,20.4,69.42,7.13,59.72,3.86,89.74,3.66,64.86,19.31,71.79,0.3,66.67,13.54,7.43,0.09,0.79,0.1,0.1,0.89,44.44,0.4,2.38,70.83,1.58,68.75,0.89,33.33,0.99,0.1,2.67,70.37,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.685,1.33333333333333,0.395516,14.16168,1.781409,1.878879,0.793254,0.09875,1.08625,33.499604790832
"346","X. Amaechi","Bolton Wanderers","Bolton Wanderers","England League One","2021/22","RW","RWF","RAMF",21,600000,"2023-06-30",9,242,1,1.01,1,0.57,27.52,40.54,"England","England, Nigeria","left",179,79,"yes",5.21,4.09,54.55,1.49,0,0.37,0.67,0,2.6,4.67,1.12,0,0,0,0,6.69,0.37,1,0.37,0.38,0,0,7,2.6,14.29,14.286,0.37,1.86,80,0.74,100,1.12,66.67,0,9.3,52,15.62,42.86,1.86,3.72,2.23,20.08,0.37,2.23,30.5,84.15,8.55,65.22,7.07,94.74,8.55,95.65,27.52,83.78,1.12,100,15.83,11.82,0.21,2.23,0,0,0.74,0,1.12,2.98,75,2.6,85.71,0.37,0,1.49,1.49,2.98,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0.74,NA,NA,1.12,0.37,0,3.35,0,0,"Winger",4.836,0.973684210526316,0,25.66575,2.231095,2.6075,0.37154,1.488,2.22846,71.98352104068
