"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"1","B. Thompson","Gillingham","Gillingham","England League One","2021/22","RCMF","LCMF",NA,26,500000,"2022-06-30",5,508,0,1.17,0,0.01,24.98,40.43,"England","England","right",180,78,"no",6.91,6.38,55.56,4.25,37.5,0.89,1.4,0.18,2.48,3.93,1.06,1,0.18,0,0,2.83,0,0,0,0.21,0,0,9,1.59,33.33,0,0,1.95,27.27,0.71,50,1.24,14.29,0.18,5.31,33.33,10.81,32.79,1.95,1.24,0.35,10.1,1.24,1.77,16.83,67.37,4.43,56,3.01,70.59,5.67,71.88,13.11,75.68,1.77,50,20.44,29.54,0,0.35,0,0,0.18,0,0,1.59,33.33,1.77,40,0,0,0.18,0.53,2.66,60,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0.18,0.18,0,0,0,0,"CM2",1.769823,0,0,11.338371,3.544728,1.596,0.529947,0.531765,0.708,8.36359486833
"2","R. Jackson","Gillingham","Gillingham","England League One","2021/22","RB","RWB","RCB",31,150000,"2022-06-30",5,508,1,0.1,0,0.91,12.93,56.16,"England","England","right",175,65,"no",6.02,3.54,65,3.72,47.62,0,0,0.18,3.72,5.89,0.18,0,0,0,0,3.72,0.18,1,0.18,0.02,0,0,3,0.53,66.67,33.333,0,2.66,60,0.18,0,2.48,64.29,0.35,2.66,66.67,3.72,57.14,0.53,1.42,0.53,8.86,1.59,0.89,17.19,63.92,8.86,48,2.66,100,4.25,75,9.92,76.79,5.14,37.93,26.32,48.47,0.16,1.77,0,0,0,0,0.89,4.96,50,2.3,69.23,0.35,0,0,1.59,6.56,72.97,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,NA,0,0,0,0,0,0,"FB",1.773422,9,0,10.987848,2.301,4.786832,0.353351,1.596,1.59229,57.87630115082
"3","V. Oliver","Gillingham","Gillingham","England League One","2021/22","CF",NA,NA,30,50000,"2022-06-30",5,508,1,1.29,0,0,44.29,37.6,"England","England, France","right",188,78,"no",3.19,2.66,66.67,18.78,45.28,0,0,0.18,1.42,2.24,2.13,3,0.53,0,0,0.53,0.18,1,0.18,0.23,0,0,11,1.95,27.27,9.091,0,0,0,0,0,0,0,0,0.18,0,4.61,23.08,3.19,0.18,0,6.91,2.48,1.42,10.63,56.67,2.66,33.33,1.59,77.78,3.9,63.64,10.28,55.17,0.35,100,13.05,9.38,0,0,0,0,0,0,0,0.89,20,0.71,0,0,0,0.35,0,1.06,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0,0.782608695652174,0,6.024021,1.773422,0.53,0.531765,0,0,0
"4","J. Tucker","Gillingham","Gillingham","England League One","2021/22","RCB","LCB",NA,22,0,"2022-06-30",5,508,1,0.14,0,0.68,19.67,55.86,"England","England","right",192,85,"no",10.98,5.67,71.88,5.85,48.48,0.35,0.56,1.06,6.56,10.37,0.71,1,0.18,0,0,0.53,0.18,1,0.18,0.03,0,0,5,0.89,20,20,0,0.35,50,0,0,0.35,50,0,0.35,50,1.59,22.22,1.59,0,0,12.4,0,0.89,30.65,69.36,18.78,60.38,2.66,93.33,7.26,80.49,16.12,84.62,14.17,52.5,31.97,46.28,0.12,0.35,0,0,0,0,0.35,11.87,55.22,2.83,50,1.24,28.57,1.59,0.18,11.69,75.76,0,NA,0,NA,0,0,0,0,NA,NA,1.95,NA,NA,0,0,0,0,0,0,"CB",0.175,6,0,21.25884,4.075596,8.856344,0.178,0.175,1.415,34.87362997
"5","M. Ehmer","Gillingham","Gillingham","England League One","2021/22","CB",NA,NA,30,175000,"2023-06-30",5,508,0,0.29,0,0,21.61,61.48,"Germany","Germany","right",188,75,"no",10.81,6.73,68.42,6.73,55.26,0.89,1.4,0.53,5.31,8.41,1.06,2,0.35,0,0,0.18,0,0,0,0.05,0,0,3,0.53,0,0,0,0.18,100,0,0,0.18,100,0,0,0,1.24,57.14,1.06,0,0,8.33,0.18,0.53,22.15,72.8,12.93,68.49,1.42,100,6.38,77.78,14.35,75.31,7.62,67.44,26.64,40.7,0,0,0,0,0,0,0,5.85,69.7,0.53,100,0,0,0.53,0.18,9.92,64.29,0,NA,0,NA,0,0,0,0,NA,NA,1.24,NA,NA,0,0,0,0,0,0,"CB",0,0,0,16.1252,4.604666,6.377568,0,0.18,0.53,5.1533527
"6","C. Hayes","Fleetwood Town","Fleetwood Town","England League One","2021/22","RWF","RW","CF",18,0,"",5,505,1,1.5,1,0.08,31.01,35.06,"England","England, Republic of Ireland","left",0,0,"no",8.2,8.2,54.35,5.17,6.9,0.89,1.22,0,2.85,3.9,1.25,0,0,0,0,4.46,0.18,1,0.18,0.27,0,0,8,1.43,62.5,12.5,0.18,1.78,10,0.53,0,1.25,14.29,0.53,7.66,39.53,13.72,37.66,2.67,3.03,0.71,6.42,1.6,0.71,12.12,66.18,2.14,58.33,3.03,88.24,3.56,55,10.34,75.86,0.18,0,17.09,9.54,0.01,0.53,0,0,0.36,100,0.18,0.18,100,1.6,22.22,0.18,100,0.53,0.36,1.6,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",3.027998,0.666666666666667,0.36,8.021016,4.4567,0.88896,0.89375,0.178,0.35552,13.69911597416
"7","T. Nsiala","Fleetwood Town","Fleetwood Town","England League One","2021/22","RCB",NA,NA,30,600000,"2024-06-30",5,505,0,0,0,0,26.2,48.3,"Congo DR","Congo DR, Wales","right",193,83,"no",10.87,7.31,70.73,11.23,31.75,0.53,0.73,0.53,5.17,7.07,0.71,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,100,3.39,42.11,0,0,0,9.09,0.18,0.89,22.46,76.98,11.58,66.15,2.85,87.5,6.59,89.19,18.71,80.95,3.74,57.14,20.48,39.37,0,0,0,0,0,0,0,3.03,58.82,0.36,50,0.18,100,0.18,0,4.63,50,0,NA,0,NA,0,0,0,0,NA,NA,1.96,NA,NA,0,0,0,0,0,0,"CB",0.18,NA,0,17.289708,5.170363,2.315,0,0,0.18,2.37301056
"8","C. Camps","Fleetwood Town","Fleetwood Town","England League One","2021/22","LCMF","DMF",NA,26,200000,"2022-06-30",5,505,1,0.31,0,0.12,15.15,50.59,"England","England, Northern Ireland","right",180,75,"no",9.09,5.7,65.63,2.67,33.33,0.36,0.49,0.18,4.99,6.83,1.07,0,0,0,0,0.89,0.18,1,0.18,0.06,0,0,8,1.43,25,12.5,0,0.53,0,0.18,0,0.36,0,0,1.43,37.5,2.85,43.75,0.18,0.18,0.18,14.44,0.18,0.36,29.23,68.29,12.12,51.47,2.5,78.57,11.05,80.65,24.24,74.26,4.46,44,19.11,37.29,0.02,0.89,0,0,0,0,0.36,7.31,56.1,0.89,40,0,0,0,0,6.24,62.86,0,NA,0,NA,0,0,0,0,NA,NA,0.89,NA,NA,0.18,0.18,0,0,0,0,"CM2",0.53625,3,0,19.961167,3.74091,3.922464,0.3575,0,0.356,15.223540708
"9","L. Leahy","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","LCB","LCMF",NA,29,225000,"2023-06-30",5,504,0,0.49,0,1.06,14.11,54.43,"England","England, Scotland","left",178,74,"no",9.11,3.93,72.73,5,60.71,0.54,0.66,1.43,5.71,7.06,1.43,2,0.36,0,0,1.61,0,0,0,0.09,0,0,7,1.25,28.57,0,0,1.07,66.67,0.71,50,0.18,100,0,0.89,60,1.61,55.56,1.07,0.36,0,24.29,0.36,0.36,36.61,78.54,18.75,62.86,5.71,96.88,8.93,94,23.57,87.12,12.32,62.32,25.43,41.73,0.19,1.43,0,0,0,0,0.36,11.61,66.15,1.61,66.67,0.71,50,0.54,0.36,9.82,83.64,0,NA,0,NA,0,0,0,0,NA,NA,1.43,NA,NA,1.25,0.18,0,0.18,0,0,"CB",0.534,0,0,28.753494,2.858289,8.213448,0.357125,0.713369,1.073387,35.375531761664
"10","M. Pennington","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","RCB",NA,NA,27,600000,"2023-06-30",5,504,0,0.25,0,0,17.68,54.55,"England","England","right",185,77,"no",7.68,4.82,55.56,7.68,65.12,0.18,0.22,0.36,4.82,5.96,0.89,1,0.18,0,0,0.54,0,0,0,0.05,0,0,3,0.54,0,0,0,0.54,0,0,0,0.54,0,0,1.07,50,1.79,30,0.71,1.43,0.54,17.68,0.71,0.36,28.21,81.65,13.21,71.62,3.39,94.74,7.32,92.68,24.11,88.89,3.57,45,19.03,36.53,0,0,0,0,0,0,0,4.29,66.67,1.07,16.67,0,0,0,0.18,5.54,70.97,0,NA,0,NA,0,0,0,0,NA,NA,1.43,NA,NA,0,0,0,0,0,0,"CB",0.535,0,0,23.033465,2.677992,3.931738,0,0,0.178369,1.426676955002
"11","T. Fornah","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","DMF","RCMF","LCMF",22,0,"2024-06-30",5,504,0,0.08,0,0.14,15.36,38.37,"England","England, Ghana","right",182,78,"yes",5.89,3.39,57.89,1.79,50,0.18,0.22,0,3.75,4.63,0.54,0,0,0,0,1.61,0,0,0,0.01,0,0,4,0.71,0,0,0,0.54,66.67,0,0,0.54,66.67,0,2.32,46.15,5.36,40,0,0.36,1.43,14.29,0,0.36,29.11,84.66,7.86,59.09,5.71,100,11.07,95.16,25.89,87.59,2.68,60,19.01,33.06,0.02,0.18,0,0,0.54,33.33,0,5,60.71,1.07,33.33,0.54,33.33,0,0.36,3.39,68.42,0,NA,0,NA,0,0,0,0,NA,NA,0.89,NA,NA,0,0,0,0,0,0,"CDM",1.07068,0,0.179982,24.644526,1.962471,2.319438,0,0.360018,0.356631,9.732166364058
"12","J. Vela","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","LCMF","RCMF",NA,28,1200000,"2023-06-30",5,504,1,0.29,1,0.5,18.04,47.52,"England","England","right",181,73,"no",9.64,7.86,52.27,3.93,59.09,1.61,1.99,0.18,3.93,4.85,2.14,3,0.54,0,0,1.25,0.18,1,0.18,0.05,0,0,4,0.71,75,25,0.18,0.36,50,0.18,100,0.18,0,0.18,0.89,40,2.14,41.67,0.71,0.89,0.36,11.96,0.54,0.89,22.14,83.06,7.14,65,3.93,100,7.14,90,20,86.61,1.79,50,15.9,29.24,0.09,0.71,0,0,0.36,50,0.54,2.32,61.54,1.07,66.67,0.36,50,0.36,0.18,2.86,62.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",0.356,3.6,0.18,18.389484,4.108422,1.7875,0.5325,0.18,0.713369,30.975116255002
"13","T. Flanagan","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","CB",NA,NA,30,250000,"2024-06-30",5,504,1,0.49,0,0,12.68,42.25,"Northern Ireland","Northern Ireland","right",188,76,"no",6.43,3.57,55,5.54,38.71,0.36,0.44,1.07,4.11,5.07,1.25,0,0,0,0,0.89,0.18,1,0.18,0.09,0,0,4,0.71,75,25,0,0.18,100,0,0,0.18,100,0,0.36,50,0.89,40,1.07,0.89,0,17.68,0,0.54,30.71,77.33,12.68,54.93,3.21,94.44,13.39,94.67,22.86,89.06,7.86,43.18,28.38,44.51,0,0,0,0,0.18,0,0,5.36,36.67,0.36,0,0.36,50,0,0,7.14,55,0,NA,0,NA,0,0,0,0,NA,NA,2.5,NA,NA,0,0,0,0,0,0,"CB",0.18,2,0,23.748043,1.9635,3.927,0.5325,0.18,0,2.7807462
"14","M. Ihiekwe","Rotherham United","Rotherham United","England League One","2021/22","LCB","CB","RCB",29,450000,"2022-06-30",5,503,1,0.85,1,0.54,20.22,57.52,"England","England, Nigeria","right",185,77,"no",8.23,3.94,68.18,6.44,72.22,0,0,0,5.55,10.94,0.89,0,0,0,0,0.54,0.18,1,0.18,0.15,1,0.18,7,1.25,28.57,14.286,0.18,0.36,0,0.36,0,0,0,0,0.36,50,2.5,50,2.15,0.18,0.18,7.69,0.36,1.43,24.16,72.59,12.88,62.5,2.86,100,6.44,80.56,20.04,75,3.94,63.64,22.06,37.57,0.1,0.89,0,0,0.18,0,0.72,5.55,67.74,0.36,0,0,0,0.36,0,6.62,62.16,0,NA,0,NA,0,0,0,0,NA,NA,1.43,NA,NA,0,0,0,0,0,0,"CB",0.18,1.2,0,17.537744,2.686292,4.114992,0.357125,0,0,27.26148354
"15","B. Wiles","Rotherham United","Rotherham United","England League One","2021/22","LCMF","AMF","LWF",23,900000,"2023-06-30",5,503,0,2.13,1,1.75,16.1,34.44,"England","England","right",172,66,"no",3.58,1.97,63.64,3.22,44.44,0,0,0.18,2.33,4.59,0.36,0,0,0,0,3.22,0,0,0,0.38,0,0,18,3.22,38.89,0,0.18,1.43,37.5,0.54,33.33,0.89,40,0.54,4.12,34.78,6.98,28.21,5.55,0.89,0.89,10.91,1.43,0.18,16.1,73.33,5.19,68.97,2.33,92.31,4.12,65.22,13.96,78.21,0.72,50,14.38,22.16,0.31,1.61,0,0,0.18,0,0.54,2.15,50,1.07,83.33,0.18,0,0.72,0.54,2.15,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,1.25,0,0,"CM2",1.432936,0,0,11.80613,1.253708,1.6125,1.252258,0.53625,0.891631,41.062646747498
"16","C. Ogbene","Rotherham United","Rotherham United","England League One","2021/22","CF","AMF","RWF",25,200000,"2023-06-30",5,503,0,0.27,1,1.07,24.51,46.72,"Nigeria","Nigeria, Republic of Ireland","right",181,75,"no",4.83,3.58,75,2.86,50,0,0,0.18,2.15,4.24,0.36,0,0,0,0,5.37,0,0,0,0.05,0,0,7,1.25,14.29,0,0.18,6.08,29.41,1.43,12.5,4.65,34.62,1.25,6.62,43.24,14.31,35,3.22,2.86,1.07,10.74,1.61,3.04,20.4,61.4,5.37,63.33,2.33,84.62,7.87,54.55,13.24,77.03,1.43,37.5,19.77,43.61,0.19,1.25,0,0,0.54,100,1.25,1.07,66.67,3.94,45.45,0.18,100,1.25,1.79,4.47,72,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",2.862488,0,0.54,12.5256,2.685,3.2184,0.178625,1.788128,1.79073,76.597386186756
"17","R. Edmonds-Green","Rotherham United","Rotherham United","England League One","2021/22","RCB","RB",NA,23,500000,"2024-06-30",5,503,2,2.13,0,0.09,18.25,64.71,"England","England","right",181,73,"no",8.77,5.73,87.5,6.8,63.16,0.36,0.71,0,3.4,6.71,0.36,1,0.18,0,0,2.15,0.36,2,0.36,0.38,1,0.18,5,0.89,80,40,0,1.79,60,0,0,1.79,60,0,0.54,0,1.25,14.29,1.43,1.07,0.18,10.74,0.18,0,21.47,71.67,13.96,66.67,1.61,100,3.94,77.27,14.14,75.95,5.55,64.52,22.85,39.15,0.02,0.36,0.18,0,0.36,100,0.36,5.9,66.67,1.79,60,0.54,100,0.36,1.07,7.51,85.71,0,NA,0,NA,0,0,0,0,NA,NA,0.72,NA,NA,0,0,0,0,0,0,"CB",0,0.947368421052632,0.36,15.387549,5.01375,6.436821,0.712,1.074,1.074,32.05100406
"18","B. Heneghan","AFC Wimbledon","AFC Wimbledon","England League One","2021/22","CB","RCB",NA,28,400000,"2022-06-30",5,503,0,0.06,0,0.04,16.46,54.35,"England","England, Republic of Ireland","right",191,79,"no",11.27,3.76,71.43,8.95,58,0.72,0.94,0.89,7.87,10.39,1.25,2,0.36,0,0,0.18,0,0,0,0.01,0,0,1,0.18,0,0,0,0,0,0,0,0,0,0,0.54,33.33,1.25,28.57,0.72,0,0,11.45,0.18,0.36,24.16,80,13.6,71.05,2.15,100,6.44,91.67,18.61,85.58,5.55,61.29,23.87,41.12,0.01,0.18,0,0,0,0,0,3.58,55,0,0,0.18,100,0.36,0,6.08,76.47,0,NA,0,NA,0,0,0,0,NA,NA,1.79,NA,NA,0,0,0,0,0,0,"CB",0.179982,0,0,19.328,2.685768,4.649376,0,0,0,1.35150549
"19","S. Morsy","Ipswich Town","Ipswich Town","England League One","2021/22","LCMF","LDMF",NA,30,1500000,"2024-06-30",5,502,1,0.93,0,0.23,15.96,46.07,"England","England, Egypt","right",175,76,"no",5.56,4.84,59.26,0.9,40,0.54,0.97,0,2.15,3.87,1.61,2,0.36,0,0,2.69,0.18,1,0.18,0.17,0,0,11,1.97,27.27,9.091,0,0.54,33.33,0.18,0,0.36,50,0.18,2.15,83.33,6.1,50,1.97,2.33,0.72,44.82,0,1.25,58.98,90.58,14.52,80.25,9.32,94.23,24.74,94.2,53.96,93.02,4.48,68,17.16,37.74,0.04,0.54,0,0.18,0.18,100,0,6.1,79.41,0.72,50,0,0,0.36,0.36,7.35,87.8,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0,0,0,0,0,0,"CM2",1.791595,1.05882352941176,0.18,53.424084,2.868184,6.4533,0.537219,0.179982,0.36,6.881472263004
"20","L. Woolfenden","Ipswich Town","Ipswich Town","England League One","2021/22","CB","RCB",NA,23,100000,"2024-06-30",5,502,0,0.12,0,0.08,11.83,59.09,"England","England","right",193,70,"no",8.43,5.2,72.41,4.12,39.13,0.36,0.65,0.36,4.3,7.74,0.9,2,0.36,0,0,0.9,0,0,0,0.02,0,0,1,0.18,0,0,0,0.18,100,0,0,0.18,100,0.18,0.9,80,1.25,71.43,0.54,1.61,0.36,27.25,0,0.36,43.92,90.2,22.23,85.48,2.15,91.67,16.85,96.81,39.26,94.98,4.48,48,20.87,43.27,0.02,0.18,0.18,0,0.18,0,0.18,4.84,70.37,0.54,66.67,0.72,25,0.36,0.18,6.63,70.27,0,NA,0,NA,0,0,0,0,NA,NA,1.08,NA,NA,0,0,0,0,0,0,"CB",0.72,0,0,39.61584,3.76532,4.658901,0,0.18,0.360018,14.133173492244
"21","T. Bakinson","Ipswich Town","Ipswich Town","England League One","2021/22","RCMF","RDMF",NA,23,1000000,"2023-06-30",5,502,1,0.15,0,0.57,15.96,51.69,"England","England","right",190,70,"yes",7.89,6.1,50,3.59,60,0,0,0,4.84,8.71,1.97,2,0.36,0,0,0.9,0.18,1,0.18,0.03,0,0,3,0.54,33.33,33.333,0,1.08,33.33,0,0,1.08,33.33,0.36,0.54,33.33,3.23,61.11,0.18,1.08,0.18,45,0,0.9,58.8,82.93,22.59,73.02,5.2,96.55,22.95,89.84,51.99,87.59,5.74,50,19.3,33.7,0.1,0.9,0,0,0.54,33.33,0.18,10.22,77.19,2.69,40,1.79,60,1.08,0.36,11.29,71.43,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,0,0,0,0,0,0,"CM2",0.179982,6,0.179982,48.76284,3.05,8.064447,0.179982,0.359964,1.076,31.082468766072
"22","R. Bowman","Shrewsbury Town","Shrewsbury Town","England League One","2021/22","CF",NA,NA,30,325000,"2023-06-30",5,501,1,1.05,0,0,25.15,35,"England","England","left",185,83,"no",2.69,3.23,38.89,10.78,41.67,0.36,0.44,0,1.08,1.32,1.26,1,0.18,0,0,1.44,0.18,1,0.18,0.19,1,0.18,6,1.08,50,16.667,0,0.36,0,0.36,0,0,0,0,1.44,50,4.49,36,2.34,0.36,0,7.19,2.16,0.54,12.57,70,2.51,71.43,4.31,75,1.8,50,12.04,71.64,0.18,100,10.84,2.94,0,0.18,0.18,0,0.18,100,0,0.54,66.67,0.54,0,0,0,0,0,0.72,0,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,NA,0,0,0,0,0,0,"CF",0.72,0.947368421052632,0.18,8.799,1.256147,0,0.54,0,0,1.41507936
"23","L. Offord","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","LCB","CB",NA,22,0,"2023-06-30",5,500,0,0,0,0,20.7,66.96,"England","England","right",183,70,"no",11.88,8.64,77.08,4.68,65.38,0.18,0.23,1.8,5.04,6.51,0.72,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,100,3.06,64.71,0,0.9,0.18,31.5,0,1.44,49.32,86.86,18.9,69.52,3.06,100,24.3,98.52,42.3,93.19,7.02,48.72,22.89,43.38,0,0,0,0,0,0,0,5.76,43.75,0.9,0,0.36,0,0.18,0,6.84,55.26,0,NA,0,NA,0,0,0,0,NA,NA,2.52,NA,NA,0,0,0,0,0,0,"CB",0.54,NA,0,42.839352,6.659712,3.779784,0,0,0,1.86657624
"24","C. Ainley","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","AMF","RAMF","LB",24,75000,"2023-06-30",5,500,0,0.17,1,0.56,17.28,42.71,"England","England","right",173,64,"no",4.32,3.24,50,1.26,42.86,0,0,0,2.7,3.49,0.9,1,0.18,0,0,3.06,0,0,0,0.03,0,0,6,1.08,16.67,0,0.18,1.62,11.11,0.36,0,1.26,14.29,0,4.68,50,9.9,41.82,1.98,1.98,0.9,14.22,0.54,1.08,24.3,77.04,7.38,75.61,6.66,97.3,5.4,63.33,20.88,83.62,1.8,60,19.11,35.32,0.1,0.72,0,0,0.54,66.67,0.36,3.06,64.71,1.62,44.44,1.08,66.67,0.72,0.18,3.06,82.35,0,NA,0,NA,0,0,0,0,NA,NA,0.36,NA,NA,0,0,0,0,0,0,"CAM",2.34,0,0.360018,18.72072,1.62,2.51991,0.180036,0.179982,0.719928,30.824249981964
"25","T. Lowery","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","LDMF","LCMF",NA,24,0,"2022-06-30",5,500,1,0.23,1,0.68,20.16,50.89,"England","England","right",168,75,"no",8.82,7.56,59.52,1.62,33.33,0.18,0.23,0.54,4.14,5.35,1.08,1,0.18,0,0,2.88,0.18,1,0.18,0.04,0,0,3,0.54,100,33.333,0.18,1.26,14.29,0.72,0,0.54,33.33,0.72,3.06,52.94,7.38,51.22,0.9,0.54,1.08,29.88,0.36,1.62,44.64,79.84,12.6,54.29,9,96,15.48,90.7,39.06,87.1,4.32,33.33,18.85,31.99,0.12,1.26,0,0,0.72,75,0.36,6.12,55.88,2.88,37.5,1.26,14.29,1.08,0.36,6.66,62.16,0,NA,0,NA,0,0,0,0,NA,NA,0.54,NA,NA,1.62,0,0,2.7,0,0,"CDM2",1.619964,4.5,0.54,35.640576,4.499712,4.139856,0.54,0.180054,1.08,36.889297130988
"26","B. Sass-Davies","Crewe Alexandra","Crewe Alexandra","England League One","2021/22","RCB",NA,NA,22,0,"2024-06-30",5,500,0,0.05,0,0,16.02,74.16,"England","England, Wales","right",185,79,"no",10.44,6.48,72.22,5.76,87.5,1.26,1.63,0.72,4.5,5.81,0.72,1,0.18,0,0,0,0,0,0,0.01,0,0,1,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.18,1.44,0,26.1,0,0,36.9,79.51,16.56,64.13,1.8,100,15.84,93.18,29.88,89.76,7.02,35.9,23.35,47.91,0,0,0.18,0,0.18,0,0,5.94,45.45,0.18,0,0.54,0,0,0,6.48,47.22,0,NA,0,NA,0,0,0,0,NA,NA,1.62,NA,NA,0,0,0,0,0,0,"CB",0,0,0,29.33919,4.679856,3.059856,0,0,0,2.79986436
"27","J. Rich-Baghuelou","Accrington Stanley","Accrington Stanley","England League One","2021/22","LB","RCB","LCB",22,200000,"",5,499,2,0.47,0,0,25.97,59.72,"Australia","Australia, France","right",196,89,"no",13.35,9.74,59.26,9.02,64,0.54,0.91,0.18,7.03,11.82,3.25,3,0.54,0,0,1.62,0.36,2,0.36,0.08,0,0,7,1.26,42.86,28.571,0,0.36,0,0.36,0,0,0,0.18,1.08,66.67,2.34,53.85,1.98,0.54,0.18,12.44,0.9,0.54,26.69,67.57,14.61,61.73,1.98,90.91,6.13,67.65,20.92,74.14,5.41,46.67,22.97,44.92,0,0.18,0,0,0.54,66.67,0,7.94,54.55,1.08,16.67,0.72,0,0.54,0,7.03,64.1,0,NA,0,NA,0,0,0,0,NA,NA,1.08,NA,NA,0,0,0,0,0,0,"FB",0.720036,4.5,0.360018,18.034433,5.771924,4.50623,0.540036,0,0.180036,8.003463092424
"28","M. Nottingham","Accrington Stanley","Accrington Stanley","England League One","2021/22","LCB","CB",NA,33,0,"2023-06-30",5,499,2,0.8,0,0.01,16.59,71.74,"England","England, St. Kitts and Nevis","right",193,88,"no",11.18,7.76,67.44,4.69,84.62,0.9,1.52,1.26,5.05,8.48,1.08,1,0.18,0,0,1.44,0.36,2,0.36,0.14,2,0.36,7,1.26,71.43,28.571,0,0.18,100,0,0,0.18,100,0,0.54,66.67,1.08,66.67,1.08,0.54,0,11.54,0.36,0.54,25.61,82.39,13.89,76.62,2.34,100,8.3,86.96,19.3,88.79,6.13,61.76,23.54,44.45,0,0.18,0,0,0,0,0.18,4.87,62.96,1.26,42.86,0.72,25,0.36,0.18,6.49,66.67,0,NA,0,NA,0,0,0,0,NA,NA,1.8,NA,NA,0,0,0,0,0,0,"CB",0.360018,2.57142857142857,0,21.100079,5.233344,4.326883,0.900018,0.18,0.540036,14.736605164488
